Place,County,StateCode,Population,ViolentCrime,PropertyCrime,SocietalCrime
ramos,starr,tx,65728,187,154,27
ranchette_estates,willacy,tx,20143,82,127,10
ranchitos_del_norte,starr,tx,65728,187,154,27
ranchitos_east,webb,tx,267780,269,226,75
ranchitos_las_lomas,webb,tx,267780,269,226,75
rancho_alegre,jim_wells,tx,38826,250,372,128
rancho_banquete,nueces,tx,351674,192,249,74
rancho_chico,san_patricio,tx,,,,
rancho_viejo,cameron,tx,2867,11,25,5
ranchos_penitas_west,webb,tx,267780,269,226,75
randolph_afb,bexar,tx,2059530,3632,8798,1458
ranger,eastland,tx,2287,33,39,19
rankin,upton,tx,3152,19,24,7
ransom_canyon,lubbock,tx,317561,505,920,343
ravenna,fannin,tx,37125,100,228,71
raymondville,willacy,tx,10552,264,356,74
realitos,duval,tx,9888,98,201,36
red_lick,bowie,tx,92035,249,345,115
red_oak,ellis,tx,16396,157,330,169
redfield,nacogdoches,tx,64862,173,328,165
redford,presidio,tx,5939,0,1,0
redland,angelina,tx,87101,438,758,122
redwater,bowie,tx,92035,249,345,115
redwood,guadalupe,tx,,,,
refugio,refugio,tx,2866,14,37,13
regino_ramirez,starr,tx,65728,187,154,27
reid_hope_king,cameron,tx,425208,1557,1090,257
relampago,hidalgo,tx,888367,3951,4722,695
rendon,tarrant,tx,2154595,800,1187,758
reno_(lamar_cnty),lamar,tx,50484,162,241,82
retreat,navarro,tx,54636,243,352,158
rhome,wise,tx,1839,4,16,48
ricardo,kleberg,tx,30362,62,40,44
rice,navarro,tx,1259,7,23,23
richardson,dallas,tx,115771,606,3320,1561
richland,navarro,tx,70108,792,2146,595
richland_hills,tarrant,tx,70108,792,2146,595
richland_springs,san_saba,tx,,,,
richmond,fort_bend,tx,12936,114,379,71
richwood,brazoria,tx,4730,31,87,7
riesel,mclennan,tx,266836,547,664,314
rio_bravo,webb,tx,267780,269,226,75
rio_grande_city,starr,tx,15705,44,395,91
rio_hondo,cameron,tx,2012,24,46,8
rio_vista,johnson,tx,195506,696,1118,190
rising_star,eastland,tx,17944,25,53,12
river_oaks,tarrant,tx,7420,71,189,92
riverside,walker,tx,78870,267,452,150
riviera,kleberg,tx,30362,62,40,44
roanoke,denton,tx,10024,66,189,232
roaring_springs,motley,tx,1032,8,12,1
robert_lee,coke,tx,3333,12,51,2
robinson,mclennan,tx,12954,150,259,35
robstown,nueces,tx,10155,247,417,128
roby,fisher,tx,3622,45,54,7
rochester,haskell,tx,5403,10,18,16
rockdale,milam,tx,5473,74,178,74
rockport,aransas,tx,10759,152,454,63
rocksprings,edwards,tx,1422,14,35,2
rockwall,rockwall,tx,51724,351,1119,352
rocky_mound,camp,tx,12716,60,62,15
rogers,bell,tx,1107,0,1,0
rollingwood,travis,tx,1398,1,50,6
roma,starr,tx,11547,139,151,51
roman_forest,montgomery,tx,1963,26,90,14
ropesville,hockley,tx,21161,46,160,21
roscoe,nolan,tx,1231,3,4,1
rose_city,orange,tx,84934,405,510,138
rose_hill_acres,hardin,tx,57811,213,327,141
rosebud,falls,tx,,,,
rosenberg,fort_bend,tx,40472,814,998,582
rosharon,brazoria,tx,388181,1262,2120,666
rosita,maverick,tx,57843,227,862,211
ross,mclennan,tx,2879,2,14,1
rosser,kaufman,tx,172366,588,948,226
rotan,fisher,tx,3622,45,54,7
round_mountain,blanco,tx,12418,45,105,12
round_rock,williamson,tx,127349,1595,4308,890
round_top,fayette,tx,24913,50,147,194
rowlett,dallas,tx,65196,744,1529,228
roxton,lamar,tx,50484,162,241,82
royse_city,rockwall,tx,18613,189,429,298
rule,haskell,tx,5403,10,18,16
runaway_bay,wise,tx,1764,7,18,8
runge,karnes,tx,14836,22,121,11
rusk,cherokee,tx,5583,80,106,96
sabinal,uvalde,tx,1410,7,9,24
sachse,dallas,tx,31317,187,340,91
sadler,grayson,tx,143131,232,610,209
saginaw,tarrant,tx,23993,242,504,120
salado,bell,tx,2395,12,30,10
sam_rayburn,jasper,tx,32484,121,267,75
sammy_martinez,starr,tx,65728,187,154,27
samnorwood,collingsworth,tx,2568,3,3,0
san_angelo,tom_green,tx,99243,2289,4489,1195
san_antonio,bexar,tx,1465608,37041,104779,12597
san_augustine,san_augustine,tx,1844,20,56,33
san_benito,cameron,tx,24712,205,668,112
san_carlos,hidalgo,tx,888367,3951,4722,695
san_carlos_i,webb,tx,267780,269,226,75
san_carlos_ii,webb,tx,267780,269,226,75
san_diego,duval,tx,9888,98,201,36
san_elizario,el_paso,tx,10080,20,51,11
san_felipe,austin,tx,31097,90,195,157
san_isidro,starr,tx,65728,187,154,27
san_juan,hidalgo,tx,35806,417,987,70
san_leanna,travis,tx,1326436,3026,5740,415
san_leon,galveston,tx,357117,1077,1003,864
san_marcos,hays,tx,69470,1584,2682,528
san_patricio,san_patricio,tx,,,,
san_pedro,cameron,tx,425208,1557,1090,257
san_perlita,willacy,tx,20143,82,127,10
san_saba,san_saba,tx,3197,18,33,13
san_ygnacio,zapata,tx,13849,43,41,20
sanctuary,parker,tx,165834,644,1583,253
sand_springs,howard,tx,33672,135,349,62
sanderson,terrell,tx,693,0,0,0
sandia,jim_wells,tx,38826,250,372,128
sandy_hollow-escondidas,nueces,tx,351674,192,249,74
sandy_oaks,bexar,tx,2059530,3632,8798,1458
sandy_point,brazoria,tx,388181,1262,2120,666
sanford,hutchinson,tx,20215,44,70,31
sanger,denton,tx,9877,97,234,92
sansom_park,tarrant,tx,5336,99,196,47
santa_anna,coleman,tx,1029,7,16,6
santa_clara,guadalupe,tx,,,,
santa_cruz,starr,tx,65728,187,154,27
santa_fe,galveston,tx,12802,52,207,90
santa_maria,cameron,tx,425208,1557,1090,257
santa_monica,willacy,tx,20143,82,127,10
santa_rosa,cameron,tx,425208,1557,1090,257
santel,starr,tx,65728,187,154,27
sarita,kenedy,tx,358,3,5,107
savannah,denton,tx,977281,276,591,284
savoy,fannin,tx,37125,100,228,71
scenic_oaks,bexar,tx,2059530,3632,8798,1458
schulenburg,fayette,tx,2742,23,60,64
scissors,hidalgo,tx,888367,3951,4722,695
scotland,archer,tx,,,,
scottsville,harrison,tx,69955,274,589,194
scurry,kaufman,tx,172366,588,948,226
seabrook,harris,tx,13544,205,290,31
seadrift,calhoun,tx,997,6,4,2
seagoville,dallas,tx,19389,112,593,88
seagraves,gaines,tx,22181,50,104,34
sealy,austin,tx,6720,29,141,103
sebastian,willacy,tx,20143,82,127,10
seco_mines,maverick,tx,57843,227,862,211
seguin,guadalupe,tx,32452,732,1053,392
selma,bexar,tx,11824,117,465,169
seminole,gaines,tx,7066,86,97,98
serenada,williamson,tx,671418,1192,2511,448
seth_ward,hale,tx,,,,
seven_oaks,polk,tx,53255,433,658,87
seven_points,henderson,tx,1430,36,57,5
seymour,baylor,tx,2590,11,9,12
shady_hollow,travis,tx,1326436,3026,5740,415
shady_shores,denton,tx,977281,276,591,284
shadybrook,cherokee,tx,51645,341,520,120
shallowater,lubbock,tx,2917,12,61,1
shamrock,wheeler,tx,4807,16,16,154
shavano_park,bexar,tx,3609,15,96,48
sheldon,harris,tx,4780913,30962,80020,8524
shenandoah,montgomery,tx,3682,36,454,113
shepherd,san_jacinto,tx,,,,
sherman,grayson,tx,45881,862,1168,577
sherwood_shores,grayson,tx,143131,232,610,209
shiner,lavaca,tx,2183,22,14,15
shoreacres,harris,tx,4780913,30962,80020,8524
sierra_blanca,hudspeth,tx,3432,1,2,18
siesta_acres,maverick,tx,57843,227,862,211
siesta_shores,zapata,tx,13849,43,41,20
silsbee,hardin,tx,6831,58,124,124
silverton,briscoe,tx,1431,2,20,3
simonton,fort_bend,tx,889146,5125,9619,886
sinton,san_patricio,tx,5602,72,141,78
skellytown,carson,tx,5784,26,30,32
skidmore,bee,tx,30394,84,203,67
slaton,lubbock,tx,5752,44,159,13
smiley,gonzales,tx,19832,145,185,42
smithville,bastrop,tx,4150,52,76,83
smyer,hockley,tx,21161,46,160,21
snook,burleson,tx,18657,70,128,48
snyder,scurry,tx,11179,187,213,72
socorro,el_paso,tx,37952,443,449,174
solis,cameron,tx,425208,1557,1090,257
somerset,bexar,tx,1777,7,14,2
somerville,burleson,tx,1346,17,24,7
sonora,sutton,tx,2432,11,13,13
sour_lake,hardin,tx,1807,23,43,5
south_alamo,hidalgo,tx,888367,3951,4722,695
south_fork_estates,jim_hogg,tx,4763,31,53,13
south_houston,harris,tx,15613,381,762,314
south_la_paloma,jim_wells,tx,38826,250,372,128
south_mountain,coryell,tx,85057,125,131,70
south_padre_island,cameron,tx,2048,219,409,182
south_point,cameron,tx,425208,1557,1090,257
south_toledo_bend,newton,tx,12052,56,81,13
southlake,tarrant,tx,30949,104,585,189
southmayd,grayson,tx,143131,232,610,209
southside_place,harris,tx,1820,1,50,0
spade,lamb,tx,12724,22,31,1
sparks,el_paso,tx,868763,2106,2077,1338
spearman,hansford,tx,3034,0,0,0
splendora,montgomery,tx,1860,20,54,238
spofford,kinney,tx,,,,
spring,harris,tx,26973,363,1112,133
spring_gardens,nueces,tx,351674,192,249,74
spring_valley_village,harris,tx,4780913,30962,80020,8524
springlake,lamb,tx,12724,22,31,1
springtown,parker,tx,3638,31,26,14
spur,dickens,tx,,,,
st._hedwig,bexar,tx,2059530,3632,8798,1458
st._jo,montague,tx,21063,68,133,87
st._paul,collin,tx,1158696,415,569,245
stafford,fort_bend,tx,17110,330,1148,97
stagecoach,montgomery,tx,678490,4311,9075,1504
stanton,martin,tx,2630,19,56,16
staples,guadalupe,tx,,,,
star_harbor,henderson,tx,84511,422,777,204
stephenville,erath,tx,21505,221,361,130
sterling_city,sterling,tx,1417,5,12,29
stinnett,hutchinson,tx,20215,44,70,31
stockdale,wilson,tx,52735,263,606,203
stonewall,gillespie,tx,27477,49,38,168
stowell,chambers,tx,51288,483,1152,481
stratford,sherman,tx,1973,1,0,2
strawn,palo_pinto,tx,29239,70,169,26
streetman,freestone,tx,19950,56,99,66
study_butte,brewster,tx,9343,6,12,8
sudan,lamb,tx,934,2,2,0
sugar_land,fort_bend,tx,107989,466,2412,269
sullivan_city,hidalgo,tx,3896,37,60,21
sulphur_springs,hopkins,tx,16128,91,164,101
sun_valley,lamar,tx,50484,162,241,82
sundown,hockley,tx,21161,46,160,21
sunnyvale,dallas,tx,8381,27,178,59
sunray,moore,tx,1701,6,16,1
sunrise_beach_village,llano,tx,787,1,9,2
sunset_(montague_cnty),montague,tx,21063,68,133,87
sunset_valley,travis,tx,637,10,195,12
surfside_beach,brazoria,tx,669,12,17,11
sweeny,brazoria,tx,3566,63,75,28
sweetwater,nolan,tx,10420,240,239,71
taft,san_patricio,tx,2835,15,45,1
taft_southwest,san_patricio,tx,,,,
tahoka,lynn,tx,2419,31,47,11
talco,titus,tx,31208,238,212,91
talty,kaufman,tx,172366,588,948,226
tanquecitos_south_acres,webb,tx,267780,269,226,75
tatum,rusk,tx,1357,0,11,2
taylor,williamson,tx,17259,211,370,115
taylor_lake_village,harris,tx,4780913,30962,80020,8524
taylor_landing,jefferson,tx,250830,341,594,260
teague,freestone,tx,3497,30,64,23
tehuacana,limestone,tx,22253,157,226,50
temple,bell,tx,88484,1297,2081,1035
tenaha,shelby,tx,995,0,0,0
terlingua,brewster,tx,9343,6,12,8
terrell,kaufman,tx,19670,294,720,219
terrell_hills,bexar,tx,5036,9,86,6
texarkana,bowie,tx,35859,837,1539,713
texas_city,galveston,tx,56311,1037,1600,796
texhoma,sherman,tx,,,,
texline,dallam,tx,7241,5,7,0
the_colony,denton,tx,45357,399,1651,236
the_hills,travis,tx,1326436,3026,5740,415
the_woodlands,montgomery,tx,678490,4311,9075,1504
thompsons,fort_bend,tx,889146,5125,9619,886
thorndale,milam,tx,1312,3,1,1
thornton,limestone,tx,22253,157,226,50
thorntonville,ward,tx,10964,14,35,2
thrall,williamson,tx,671418,1192,2511,448
three_rivers,live_oak,tx,,,,
throckmorton,throckmorton,tx,1550,9,7,8
thunderbird_bay,brown,tx,38373,198,296,105
tierra_bonita,cameron,tx,425208,1557,1090,257
tierra_grande,nueces,tx,351674,192,249,74
tierra_verde,nueces,tx,351674,192,249,74
tiki_island,galveston,tx,357117,1077,1003,864
tilden,mcmullen,tx,,,,
timbercreek_canyon,randall,tx,146140,307,274,94
timberwood_park,bexar,tx,2059530,3632,8798,1458
timpson,shelby,tx,24008,153,224,50
tioga,grayson,tx,1220,2,0,5
tira,hopkins,tx,37804,60,57,167
tivoli,refugio,tx,6632,23,47,66
toco,lamar,tx,50484,162,241,82
todd_mission,grimes,tx,126,0,4,3
tolar,hood,tx,66373,323,469,185
tom_bean,grayson,tx,934,3,1,3
tomball,harris,tx,13322,167,462,180
tool,henderson,tx,2243,13,26,4
tornillo,el_paso,tx,868763,2106,2077,1338
toyah,reeves,tx,,,,
tradewinds,san_patricio,tx,,,,
travis_ranch,kaufman,tx,172366,588,948,226
trent,taylor,tx,145163,106,123,184
trenton,fannin,tx,37125,100,228,71
trinidad,henderson,tx,84511,422,777,204
trinity,trinity,tx,6696,5,13,9
trophy_club,denton,tx,13794,34,136,87
troup,smith,tx,241922,914,1457,462
troy,bell,tx,388386,567,741,239
tuleta,bee,tx,30394,84,203,67
tulia,swisher,tx,4501,118,174,62
turkey,hall,tx,2810,5,8,2
tuscola,taylor,tx,145163,106,123,184
tye,taylor,tx,1192,16,4,18
tyler,smith,tx,108422,1934,3814,1609
tynan,bee,tx,30394,84,203,67
uhland,hays,tx,269225,860,1534,485
uncertain,harrison,tx,69955,274,589,194
union_grove,upshur,tx,42488,164,242,126
union_valley,hunt,tx,108282,525,797,147
universal_city,bexar,tx,19903,342,907,261
university_park,dallas,tx,24918,27,437,18
utopia,uvalde,tx,24940,95,98,70
uvalde,uvalde,tx,15410,439,628,243
uvalde_estates,uvalde,tx,24940,95,98,70
val_verde_park,val_verde,tx,47606,264,266,70
valentine,jeff_davis,tx,1903,7,9,0
valle_vista,starr,tx,65728,187,154,27
valley_mills,bosque,tx,1256,13,13,18
valley_view,cooke,tx,43050,126,186,130
van,van_zandt,tx,3609,15,96,48
van_alstyne,grayson,tx,6023,41,72,93
van_horn,culberson,tx,,,,
van_vleck,matagorda,tx,36125,211,425,61
vanderbilt,jackson,tx,15142,34,79,24
vega,oldham,tx,1752,2,2,0
venus,johnson,tx,7843,55,40,138
vernon,wilbarger,tx,2500,37,39,15
victoria,victoria,tx,65165,1137,2276,922
victoria_vera,starr,tx,65728,187,154,27
vidor,orange,tx,9671,97,251,31
villa_del_sol,cameron,tx,425208,1557,1090,257
villa_pancho,cameron,tx,425208,1557,1090,257
villa_verde,hidalgo,tx,888367,3951,4722,695
villarreal,starr,tx,65728,187,154,27
vinton,el_paso,tx,868763,2106,2077,1338
volente,travis,tx,1326436,3026,5740,415
von_ormy,bexar,tx,2059530,3632,8798,1458
waco,mclennan,tx,140911,3305,6329,1013
waelder,gonzales,tx,19832,145,185,42
wake_village,bowie,tx,5861,51,98,16
waller,waller,tx,2846,20,53,17
wallis,austin,tx,1302,6,13,1
walnut_springs,bosque,tx,18697,35,63,55
warren,tyler,tx,20030,75,171,33
warren_city,gregg,tx,125443,424,363,102
waskom,harrison,tx,69955,274,589,194
watauga,tarrant,tx,23027,187,455,330
waxahachie,ellis,tx,45422,382,1131,624
weatherford,parker,tx,36796,502,970,651
webberville,travis,tx,1326436,3026,5740,415
webster,harris,tx,11952,258,1365,693
weimar,colorado,tx,2083,10,24,28
weinert,haskell,tx,5403,10,18,16
weir,williamson,tx,671418,1192,2511,448
welch,dawson,tx,12130,12,53,14
wellington,collingsworth,tx,2568,3,3,0
wellman,terry,tx,11567,6,68,2
wells,cherokee,tx,15010,266,710,46
wells_branch,travis,tx,1326436,3026,5740,415
weslaco,hidalgo,tx,41478,969,1872,578
west,mclennan,tx,2194,20,45,36
west_alto_bonito,starr,tx,65728,187,154,27
west_columbia,brazoria,tx,3587,51,73,21
west_lake_hills,travis,tx,3220,13,124,38
west_livingston,polk,tx,53255,433,658,87
west_odessa,ector,tx,160869,313,245,205
west_orange,orange,tx,3418,39,110,13
west_sharyland,hidalgo,tx,888367,3951,4722,695
west_tawakoni,hunt,tx,108282,525,797,147
west_university_place,harris,tx,14524,23,230,100
westbrook,mitchell,tx,,,,
westdale,jim_wells,tx,38826,250,372,128
western_lake,parker,tx,165834,644,1583,253
westlake,tarrant,tx,2154595,800,1187,758
westminster,collin,tx,1158696,415,569,245
weston,collin,tx,1158696,415,569,245
weston_lakes,fort_bend,tx,889146,5125,9619,886
westover_hills,tarrant,tx,638,5,8,4
westway,el_paso,tx,868763,2106,2077,1338
westwood_shores,trinity,tx,13996,60,105,109
westworth_village,tarrant,tx,2154595,800,1187,758
wharton,wharton,tx,8627,142,385,173
wheeler,wheeler,tx,4807,16,16,154
white_deer,carson,tx,5784,26,30,32
white_oak,gregg,tx,6147,56,98,12
white_settlement,tarrant,tx,17954,205,685,95
whiteface,cochran,tx,2526,6,46,6
whitehouse,smith,tx,9175,64,111,25
whitesboro,grayson,tx,143131,232,610,209
whitewright,grayson,tx,143131,232,610,209
whitney,hill,tx,37329,11,20,3
wichita_falls,wichita,tx,103337,2619,4863,864
wickett,ward,tx,10964,14,35,2
wild_peach_village,brazoria,tx,388181,1262,2120,666
wildwood,hardin,tx,57811,213,327,141
willis,montgomery,tx,6986,139,309,25
willow_park,parker,tx,5427,49,144,86
wills_point,van_zandt,tx,3977,23,31,26
wilmer,dallas,tx,5590,64,148,39
wilson,lynn,tx,0,263,606,203
wimberley,hays,tx,269225,860,1534,485
windcrest,bexar,tx,5793,99,571,410
windom,fannin,tx,37125,100,228,71
windthorst,archer,tx,,,,
winfield,titus,tx,31208,238,212,91
wink,winkler,tx,844,3,8,1
winnie,chambers,tx,51288,483,1152,481
winnsboro,wood,tx,3581,27,54,82
winona,smith,tx,241922,914,1457,462
winters,runnels,tx,2363,16,31,32
wixon_valley,brazos,tx,242014,363,643,363
wolfe_city,hunt,tx,108282,525,797,147
wolfforth,lubbock,tx,6482,42,63,75
woodbranch,montgomery,tx,1497,0,0,0
woodcreek,hays,tx,269225,860,1534,485
woodloch,montgomery,tx,678490,4311,9075,1504
woodsboro,refugio,tx,1275,9,12,5
woodson,throckmorton,tx,1550,9,7,8
woodville,tyler,tx,2471,14,36,28
woodway,mclennan,tx,9514,16,155,67
wortham,freestone,tx,1015,8,25,20
wyldwood,bastrop,tx,106188,1056,1453,445
wylie,collin,tx,60910,390,531,206
yantis,wood,tx,46857,231,352,97
yoakum,lavaca,tx,5958,17,35,27
yorktown,dewitt,tx,19772,65,103,26
zapata,zapata,tx,13849,43,41,20
zapata_ranch,willacy,tx,20143,82,127,10
zavalla,angelina,tx,610,6,14,14
zuehl,guadalupe,tx,,,,
alpine,utah,ut,702434,447,648,2079
alta,salt_lake,ut,1186257,2843,8424,1315
altamont,duchesne,ut,20161,167,428,184
alton,kane,ut,8227,55,38,162
amalga,cache,ut,140173,431,636,309
american_fork,utah,ut,45310,345,1199,748
aneth,san_juan,ut,14359,32,13,202
annabella,sevier,ut,22069,92,111,63
antimony,garfield,ut,5281,10,58,62
apple_valley,washington,ut,197680,151,197,315
aurora,sevier,ut,22069,92,111,63
avon,cache,ut,140173,431,636,309
ballard,uintah,ut,,,,
bear_river_city,box_elder,ut,61498,95,163,50
beaver,beaver,ut,0,54,101,53
benjamin,utah,ut,702434,447,648,2079
benson,cache,ut,140173,431,636,309
beryl_junction,iron,ut,62429,180,189,299
bicknell,wayne,ut,,,,
big_water,kane,ut,8227,55,38,162
blanding,san_juan,ut,3295,44,42,125
bluebell,duchesne,ut,20161,167,428,184
bluff,san_juan,ut,20386,145,299,139
bluffdale,salt_lake,ut,20386,145,299,139
boulder,garfield,ut,5281,10,58,62
bountiful,davis,ut,45098,244,1107,286
brian_head,iron,ut,159,8,13,11
brigham_city,box_elder,ut,61498,95,163,50
bryce_canyon_city,garfield,ut,5281,10,58,62
cannonville,garfield,ut,5281,10,58,62
carbonville,carbon,ut,20571,70,105,131
castle_dale,emery,ut,,,,
castle_valley,grand,ut,9769,71,118,139
cedar_city,iron,ut,39266,367,857,329
cedar_fort,utah,ut,702434,447,648,2079
cedar_hills,utah,ut,45310,345,1199,748
centerfield,sanpete,ut,29724,71,117,59
centerville,davis,ut,16719,102,578,145
central,washington,ut,197680,151,197,315
central_valley,sevier,ut,22069,92,111,63
charleston,wasatch,ut,36619,132,151,415
circleville,piute,ut,,,,
clarkston,cache,ut,140173,431,636,309
clawson,emery,ut,,,,
clearfield,davis,ut,32586,496,995,239
cleveland,emery,ut,,,,
clinton,davis,ut,23784,200,463,129
coalville,summit,ut,43036,192,561,200
copperton,salt_lake,ut,1186257,2843,8424,1315
corinne,box_elder,ut,61498,95,163,50
cornish,cache,ut,140173,431,636,309
cottonwood_heights,salt_lake,ut,32191,204,1108,169
cove,cache,ut,140173,431,636,309
dammeron_valley,washington,ut,197680,151,197,315
daniel,wasatch,ut,36619,132,151,415
delta,millard,ut,13330,191,218,256
deseret,millard,ut,13330,191,218,256
deweyville,box_elder,ut,61498,95,163,50
draper,salt_lake,ut,53049,404,1381,153
duchesne,duchesne,ut,0,167,428,184
dugway,tooele,ut,79934,339,582,241
dutch_john,daggett,ut,,,,
eagle_mountain,utah,ut,702434,447,648,2079
echo,summit,ut,43036,192,561,200
eden,weber,ut,269561,531,1281,909
elberta,utah,ut,702434,447,648,2079
elk_ridge,utah,ut,702434,447,648,2079
elmo,emery,ut,,,,
elsinore,sevier,ut,22069,92,111,63
elwood,box_elder,ut,61498,95,163,50
emery,emery,ut,,,,
emigration_canyon,salt_lake,ut,1186257,2843,8424,1315
enoch,iron,ut,8518,72,50,37
enterprise,washington,ut,197680,151,197,315
ephraim,sanpete,ut,5834,26,78,49
erda,tooele,ut,9408,133,631,128
escalante,garfield,ut,5281,10,58,62
eureka,juab,ut,,,,
fairfield,utah,ut,702434,447,648,2079
fairview,sanpete,ut,29724,71,117,59
farmington,davis,ut,369948,196,343,208
farr_west,weber,ut,269561,531,1281,909
fayette,sanpete,ut,29724,71,117,59
ferron,emery,ut,,,,
fielding,box_elder,ut,61498,95,163,50
fillmore,millard,ut,13330,191,218,256
flaming_gorge,daggett,ut,,,,
fort_duchesne,uintah,ut,,,,
fountain_green,sanpete,ut,29724,71,117,59
francis,summit,ut,43036,192,561,200
fremont,wayne,ut,,,,
fruit_heights,davis,ut,369948,196,343,208
garden,rich,ut,,,,
garden_city,rich,ut,,,,
garland,box_elder,ut,13682,197,272,38
genola,utah,ut,18616,86,179,98
glendale,kane,ut,8227,55,38,162
glenwood,sevier,ut,22069,92,111,63
goshen,utah,ut,702434,447,648,2079
granite,salt_lake,ut,1186257,2843,8424,1315
grantsville,tooele,ut,14431,199,265,369
green_river,emery,ut,,,,
gunnison,sanpete,ut,29724,71,117,59
halchita,san_juan,ut,14359,32,13,202
hanksville,wayne,ut,,,,
harrisville,weber,ut,6948,62,329,92
hatch,garfield,ut,5281,10,58,62
heber,wasatch,ut,17659,100,279,263
helper,carbon,ut,2082,32,58,94
henefer,summit,ut,43036,192,561,200
henrieville,garfield,ut,5281,10,58,62
herriman,salt_lake,ut,60138,335,998,136
hideout,wasatch,ut,36619,132,151,415
highland,utah,ut,702434,447,648,2079
hildale,washington,ut,197680,151,197,315
hinckley,millard,ut,13330,191,218,256
holden,millard,ut,13330,191,218,256
holladay,salt_lake,ut,1186257,2843,8424,1315
honeyville,box_elder,ut,61498,95,163,50
hooper,weber,ut,269561,531,1281,909
howell,box_elder,ut,61498,95,163,50
hoytsville,summit,ut,43036,192,561,200
huntington,emery,ut,,,,
huntsville,weber,ut,269561,531,1281,909
hurricane,washington,ut,23607,395,621,426
hyde_park,cache,ut,140173,431,636,309
hyrum,cache,ut,140173,431,636,309
independence,wasatch,ut,36619,132,151,415
ivins,washington,ut,197680,151,197,315
jensen,uintah,ut,,,,
joseph,sevier,ut,22069,92,111,63
junction,piute,ut,,,,
kamas,summit,ut,43036,192,561,200
kanab,kane,ut,5324,37,64,30
kanarraville,iron,ut,62429,180,189,299
kanosh,millard,ut,13330,191,218,256
kaysville,davis,ut,33004,125,445,208
kearns,salt_lake,ut,1186257,2843,8424,1315
kenilworth,carbon,ut,20571,70,105,131
kingston,piute,ut,,,,
koosharem,sevier,ut,22069,92,111,63
la_sal,san_juan,ut,14359,32,13,202
la_verkin,washington,ut,4582,67,115,26
lake_shore,utah,ut,702434,447,648,2079
laketown,rich,ut,,,,
layton,davis,ut,84636,1086,2449,858
leamington,millard,ut,13330,191,218,256
leeds,washington,ut,197680,151,197,315
lehi,utah,ut,702434,447,648,2079
levan,juab,ut,,,,
lewiston,cache,ut,140173,431,636,309
liberty,weber,ut,269561,531,1281,909
lindon,utah,ut,11922,59,513,165
loa,wayne,ut,,,,
logan,cache,ut,56267,599,1366,822
lyman,wayne,ut,,,,
lynndyl,millard,ut,13330,191,218,256
maeser,uintah,ut,,,,
magna,salt_lake,ut,1186257,2843,8424,1315
manila,daggett,ut,,,,
manti,sanpete,ut,29724,71,117,59
mantua,box_elder,ut,1336,5,8,12
mapleton,utah,ut,13415,55,92,64
marion,summit,ut,43036,192,561,200
marriott-slaterville,weber,ut,269561,531,1281,909
marysvale,piute,ut,,,,
mayfield,sanpete,ut,29724,71,117,59
meadow,millard,ut,13330,191,218,256
mendon,cache,ut,140173,431,636,309
midvale,salt_lake,ut,1186257,2843,8424,1315
midway,wasatch,ut,36619,132,151,415
milford,beaver,ut,7327,54,101,53
millcreek,salt_lake,ut,1186257,2843,8424,1315
millville,cache,ut,140173,431,636,309
minersville,beaver,ut,7327,54,101,53
moab,grand,ut,5263,206,202,67
mona,juab,ut,,,,
monroe,sevier,ut,22069,92,111,63
montezuma_creek,san_juan,ut,14359,32,13,202
monticello,san_juan,ut,14359,32,13,202
