Place,County
fall_river,columbia county
farmington_(jefferson_cnty),jefferson county
farmington_(la_crosse_cnty),la crosse county
farmington_(polk_cnty),polk county
farmington_(washington_cnty),washington county
farmington_(waupaca_cnty),waupaca county
fayette,lafayette county
fence,florence county
fennimore,grant county
fennimore_town,grant county
fenwood,marathon county
fern,florence county
ferryville,crawford county
fifield,price county
finley,juneau county
fitchburg,dane county
flambeau_(price_cnty),price county
flambeau_(rusk_cnty),rusk county
florence,florence county
fond_du_lac,fond du lac county
fond_du_lac_town,fond du lac county
fontana-on-geneva_lake,walworth county
footville,rock county
ford,taylor county
forest_(fond_du_lac_cnty),fond du lac county
forest_(richland_cnty),richland county
forest_(st._croix_cnty),st. croix county
forest_(vernon_cnty),vernon county
forest_junction,calumet county
forestville,door county
forestville_village,door county
fort_atkinson,jefferson county
fort_winnebago,columbia county
foster,clark county
fountain,juneau county
fountain_city,buffalo county
fountain_prairie,columbia county
fox_crossing,winnebago county
fox_lake,dodge county
fox_lake_town,dodge county
fox_point,milwaukee county
francis_creek,manitowoc county
frankfort_(marathon_cnty),marathon county
frankfort_(pepin_cnty),pepin county
franklin,milwaukee county
franklin_(jackson_cnty),jackson county
franklin_(kewaunee_cnty),kewaunee county
franklin_(manitowoc_cnty),manitowoc county
franklin_(sauk_cnty),sauk county
franklin_(vernon_cnty),vernon county
franks_field,ashland county
franzen,marathon county
frederic,polk county
fredonia,ozaukee county
fredonia_village,ozaukee county
freedom_(forest_cnty),forest county
freedom_(outagamie_cnty),outagamie county
freedom_(sauk_cnty),sauk county
freeman,crawford county
fremont_(clark_cnty),clark county
fremont_(waupaca_cnty),waupaca county
fremont_village,waupaca county
french_island,la crosse county
friendship,fond du lac county
friendship_village,adams county
friesland,columbia county
frog_creek,washburn county
fulton,rock county
gale,trempealeau county
galesville,trempealeau county
garden_valley,jackson county
gardner,door county
garfield_(jackson_cnty),jackson county
garfield_(polk_cnty),polk county
gays_mills,crawford county
genesee,waukesha county
geneva,walworth county
genoa,vernon county
genoa_city,walworth county
genoa_village,vernon county
georgetown_(polk_cnty),polk county
georgetown_(price_cnty),price county
germania,shawano county
germantown,washington county
germantown_(juneau_cnty),juneau county
germantown_(washington_cnty),washington county
gibbsville,sheboygan county
gibraltar,door county
gibson,manitowoc county
gillett,oconto county
gillett_town,oconto county
gilman,pierce county
gilman_village,taylor county
gilmanton,buffalo county
gingles,ashland county
glen_flora_village,rusk county
glen_haven,grant county
glenbeulah,sheboygan county
glencoe,buffalo county
glendale,milwaukee county
glendale_town,monroe county
glenmore,brown county
glenwood,st. croix county
glenwood_city,st. croix county
glidden,ashland county
goetz,chippewa county
goodman,marinette county
goodrich,taylor county
gordon_(ashland_cnty),ashland county
gordon_(douglas_cnty),douglas county
gotham,richland county
grafton,ozaukee county
grafton_village,ozaukee county
grand_chute,outagamie county
grand_marsh,adams county
grand_rapids,wood county
grand_view,bayfield county
grandview,bayfield county
grant_(clark_cnty),clark county
grant_(dunn_cnty),dunn county
grant_(monroe_cnty),monroe county
grant_(portage_cnty),portage county
grant_(rusk_cnty),rusk county
grant_(shawano_cnty),shawano county
granton,clark county
grantsburg,burnett county
grantsburg_village,burnett county
gratiot,lafayette county
gratiot_village,lafayette county
green_bay,brown county
green_bay_town,brown county
green_grove,clark county
green_lake,green lake county
green_lake_town,green lake county
green_valley_(marathon_cnty),marathon county
green_valley_(shawano_cnty),shawano county
greenbush,sheboygan county
greendale,milwaukee county
greenfield,milwaukee county
greenfield_(la_crosse_cnty),la crosse county
greenfield_(monroe_cnty),monroe county
greenfield_(sauk_cnty),sauk county
greenleaf,brown county
greenville,outagamie county
greenwood,clark county
greenwood_(taylor_cnty),taylor county
greenwood_(vernon_cnty),vernon county
gresham,shawano county
grover_(marinette_cnty),marinette county
grover_(taylor_cnty),taylor county
grow,rusk county
guenther,marathon county
gull_lake,washburn county
gurney,iron county
hackett,price county
hager_city,pierce county
hale,trempealeau county
hales_corners,milwaukee county
hallie,chippewa county
halsey,marathon county
hamburg_(marathon_cnty),marathon county
hamburg_(vernon_cnty),vernon county
hamilton,la crosse county
hammel,taylor county
hammond,st. croix county
hammond_village,st. croix county
hampden,columbia county
hancock,waushara county
hancock_village,waushara county
haney,crawford county
hanover,rock county
hansen,wood county
harding,lincoln county
harmony_(price_cnty),price county
harmony_(rock_cnty),rock county
harmony_(vernon_cnty),vernon county
harris,marquette county
harrison_(calumet_cnty),calumet county
harrison_(grant_cnty),grant county
harrison_(lincoln_cnty),lincoln county
harrison_(marathon_cnty),marathon county
harrison_(waupaca_cnty),waupaca county
harrison_village,calumet county
hartford,washington county
hartford_town,washington county
hartland_(pierce_cnty),pierce county
hartland_(shawano_cnty),shawano county
hartland_village,waukesha county
hatfield,jackson county
hatley,marathon county
haugen,barron county
hawkins,rusk county
hawkins_village,rusk county
hawthorne,douglas county
hay_river,dunn county
hayward,sawyer county
hayward_town,sawyer county
hazel_green,grant county
hazel_green_village,grant county
hazelhurst,oneida county
hebron,jefferson county
helenville,jefferson county
helvetia,waupaca county
hendren,clark county
henrietta,richland county
herbster,bayfield county
herman_(dodge_cnty),dodge county
herman_(shawano_cnty),shawano county
herman_(sheboygan_cnty),sheboygan county
hewett,clark county
hewitt,marathon county
hewitt_village,wood county
hickory_grove,grant county
highland_(douglas_cnty),douglas county
highland_(iowa_cnty),iowa county
highland_village,iowa county
hilbert,calumet county
hiles_(forest_cnty),forest county
hiles_(wood_cnty),wood county
hill,price county
hillsboro,vernon county
hillsboro_town,vernon county
hingham,sheboygan county
hixon,clark county
hixton,jackson county
hixton_village,jackson county
hoard,clark county
hobart,brown county
holcombe,chippewa county
holland_(brown_cnty),brown county
holland_(la_crosse_cnty),la crosse county
holland_(sheboygan_cnty),sheboygan county
hollandale,iowa county
holmen,la crosse county
holton,marathon county
holway,taylor county
homestead,florence county
honey_creek,sauk county
horicon,dodge county
hortonia,outagamie county
hortonville,outagamie county
houlton,st. croix county
how,oconto county
howard,chippewa county
howard,chippewa county
howards_grove,sheboygan county
hubbard_(dodge_cnty),dodge county
hubbard_(rusk_cnty),rusk county
hudson,st. croix county
hudson_town,st. croix county
hughes,bayfield county
hull_(marathon_cnty),marathon county
hull_(portage_cnty),portage county
humbird,clark county
humboldt,brown county
hunter,sawyer county
hurley,iron county
hustisford,dodge county
hustisford_village,dodge county
hustler,juneau county
hutchins,shawano county
independence,trempealeau county
ingram,rusk county
iola,waupaca county
iola_village,waupaca county
iron_belt,iron county
iron_ridge,dodge county
iron_river,bayfield county
ironton,sauk county
ironton_village,sauk county
irving,jackson county
isabelle,pierce county
ithaca,richland county
ixonia,jefferson county
ixonia_cdp,jefferson county
jackson_(adams_cnty),adams county
jackson_(burnett_cnty),burnett county
jackson_(washington_cnty),washington county
jackson_village,washington county
jacksonport,door county
jacobs,ashland county
jamestown,grant county
janesville,rock county
janesville_town,rock county
jefferson,jefferson county
jefferson_(green_cnty),green county
jefferson_(jefferson_cnty),jefferson county
jefferson_(monroe_cnty),monroe county
jefferson_(vernon_cnty),vernon county
jim_falls,chippewa county
johnson,marathon county
johnson_creek,jefferson county
johnstown_(polk_cnty),polk county
johnstown_(rock_cnty),rock county
jordan,green county
juda,green county
jump_river,taylor county
junction_city,portage county
juneau,dodge county
kaukauna,outagamie county
kaukauna_town,outagamie county
kekoskee,dodge county
kellnersville,manitowoc county
kelly,bayfield county
kendall,lafayette county
kendall_village,monroe county
kennan,price county
kennan_village,price county
kenosha,kenosha county
keshena,menominee county
kewaskum,washington county
kewaskum_village,washington county
kewaunee,kewaunee county
keystone,bayfield county
kickapoo,vernon county
kiel,manitowoc county
kieler,grant county
kildare,juneau county
kimball,iron county
kimberly,outagamie county
king,waupaca county
king_town,lincoln county
kingston_(green_lake_cnty),green lake county
kingston_(juneau_cnty),juneau county
kingston_village,green lake county
kinnickinnic,st. croix county
knapp,jackson county
knapp_village,dunn county
knight,iron county
knowlton,marathon county
knox,price county
kohler,sheboygan county
komensky,jackson county
koshkonong,jefferson county
kossuth,manitowoc county
krakow,shawano county
kronenwetter,marathon county
la_crosse,la crosse county
la_farge,vernon county
la_follette,burnett county
la_grange_(monroe_cnty),monroe county
la_grange_(walworth_cnty),walworth county
la_pointe,ashland county
la_prairie,rock county
la_valle,sauk county
la_valle_village,sauk county
